metric_id,customer_id,period_month,bandwidth_utilization_pct,avg_daily_usage_hours,peak_usage_trend,service_downtime_minutes,support_ticket_count,feature_adoption_score
USE-00196-202510,SME-2024-00196,2025-10,69.5,10.7,Stabil,62,0,8
USE-00196-202511,SME-2024-00196,2025-11,70.0,10.7,Stabil,2,0,9
USE-00196-202512,SME-2024-00196,2025-12,73.3,11.5,Stabil,39,1,9
USE-00196-202601,SME-2024-00196,2026-01,71.0,10.6,Stabil,16,2,8
USE-00196-202602,SME-2024-00196,2026-02,69.0,10.6,Stabil,97,1,8
USE-00196-202603,SME-2024-00196,2026-03,69.7,10.3,Stabil,1,3,8
USE-00196-202604,SME-2024-00196,2026-04,69.5,10.7,Fluktuatif,14,3,9
USE-00196-202605,SME-2024-00196,2026-05,72.7,9.4,Stabil,40,1,8
USE-00196-202606,SME-2024-00196,2026-06,72.6,10.4,Fluktuatif,18,0,8
USE-00197-202507,SME-2024-00197,2025-07,78.1,12.6,Stabil,81,3,6
USE-00197-202508,SME-2024-00197,2025-08,76.8,11.2,Stabil,3,1,6
USE-00197-202509,SME-2024-00197,2025-09,74.4,10.2,Fluktuatif,56,1,6
USE-00197-202510,SME-2024-00197,2025-10,76.5,11.8,Fluktuatif,69,3,6
USE-00197-202511,SME-2024-00197,2025-11,76.6,10.7,Stabil,70,0,6
USE-00197-202512,SME-2024-00197,2025-12,74.7,11.8,Stabil,13,1,6
USE-00197-202601,SME-2024-00197,2026-01,76.4,11.4,Stabil,4,0,6
USE-00197-202602,SME-2024-00197,2026-02,80.4,12.0,Fluktuatif,79,1,5
USE-00197-202603,SME-2024-00197,2026-03,74.2,11.1,Stabil,16,0,5
USE-00197-202604,SME-2024-00197,2026-04,77.3,11.3,Stabil,18,1,5
USE-00197-202605,SME-2024-00197,2026-05,76.2,11.6,Stabil,15,0,6
USE-00197-202606,SME-2024-00197,2026-06,80.7,12.0,Fluktuatif,48,2,6
USE-00198-202507,SME-2024-00198,2025-07,62.4,10.0,Stabil,11,1,6
USE-00198-202508,SME-2024-00198,2025-08,61.7,9.8,Stabil,2,0,8
USE-00198-202509,SME-2024-00198,2025-09,63.6,9.3,Fluktuatif,46,2,7
USE-00198-202510,SME-2024-00198,2025-10,63.0,10.1,Stabil,107,1,6
USE-00198-202511,SME-2024-00198,2025-11,61.0,9.2,Stabil,42,2,5
USE-00198-202512,SME-2024-00198,2025-12,64.5,9.7,Stabil,119,2,7
USE-00198-202601,SME-2024-00198,2026-01,59.5,9.5,Stabil,14,0,6
USE-00198-202602,SME-2024-00198,2026-02,62.8,9.5,Stabil,23,3,7
USE-00198-202603,SME-2024-00198,2026-03,63.5,9.9,Stabil,45,2,7
USE-00198-202604,SME-2024-00198,2026-04,61.9,8.6,Stabil,108,1,6
USE-00198-202605,SME-2024-00198,2026-05,65.5,9.2,Stabil,33,1,7
USE-00198-202606,SME-2024-00198,2026-06,60.8,9.5,Fluktuatif,2,1,6
USE-00199-202507,SME-2024-00199,2025-07,76.9,10.0,Turun,52,0,7
USE-00199-202508,SME-2024-00199,2025-08,80.1,12.2,Turun,13,1,7
USE-00199-202509,SME-2024-00199,2025-09,75.5,11.5,Turun,4,1,7
USE-00199-202510,SME-2024-00199,2025-10,77.3,11.4,Turun,53,3,6
USE-00199-202511,SME-2024-00199,2025-11,69.8,11.9,Turun,63,3,6
USE-00199-202512,SME-2024-00199,2025-12,74.0,11.3,Turun,32,3,7
USE-00199-202601,SME-2024-00199,2026-01,72.0,11.0,Turun,20,2,7
USE-00199-202602,SME-2024-00199,2026-02,68.2,10.5,Turun,7,2,7
USE-00199-202603,SME-2024-00199,2026-03,72.2,11.3,Turun,41,1,8
USE-00199-202604,SME-2024-00199,2026-04,74.1,10.9,Turun,7,2,7
USE-00199-202605,SME-2024-00199,2026-05,71.3,10.0,Turun,29,1,6
USE-00199-202606,SME-2024-00199,2026-06,66.0,9.9,Turun,8,0,7
USE-00200-202507,SME-2024-00200,2025-07,94.1,13.8,Fluktuatif,7,1,7
USE-00200-202508,SME-2024-00200,2025-08,92.5,14.8,Stabil,66,0,6
USE-00200-202509,SME-2024-00200,2025-09,88.7,12.8,Fluktuatif,2,1,8
USE-00200-202510,SME-2024-00200,2025-10,91.8,13.9,Stabil,67,4,7
USE-00200-202511,SME-2024-00200,2025-11,90.6,13.2,Stabil,36,1,7
USE-00200-202512,SME-2024-00200,2025-12,90.0,14.1,Stabil,48,2,7
USE-00200-202601,SME-2024-00200,2026-01,86.2,12.8,Stabil,0,1,7
USE-00200-202602,SME-2024-00200,2026-02,86.8,12.9,Stabil,32,1,6
USE-00200-202603,SME-2024-00200,2026-03,86.1,13.3,Stabil,1,0,7
USE-00200-202604,SME-2024-00200,2026-04,87.2,12.8,Stabil,13,1,7
USE-00200-202605,SME-2024-00200,2026-05,88.5,14.6,Stabil,47,1,7
USE-00200-202606,SME-2024-00200,2026-06,80.6,11.9,Stabil,40,1,7
USE-00201-202507,SME-2024-00201,2025-07,82.5,13.1,Stabil,49,0,8
USE-00201-202508,SME-2024-00201,2025-08,75.7,11.8,Stabil,19,1,8
USE-00201-202509,SME-2024-00201,2025-09,78.9,12.2,Stabil,3,3,8
USE-00201-202510,SME-2024-00201,2025-10,79.6,12.7,Fluktuatif,110,0,8
USE-00201-202511,SME-2024-00201,2025-11,80.4,11.7,Fluktuatif,2,0,8
USE-00201-202512,SME-2024-00201,2025-12,77.3,11.8,Stabil,6,1,8
USE-00201-202601,SME-2024-00201,2026-01,77.0,10.9,Stabil,15,2,8
USE-00201-202602,SME-2024-00201,2026-02,76.8,11.5,Fluktuatif,9,0,8
USE-00201-202603,SME-2024-00201,2026-03,78.1,11.9,Stabil,60,3,8
USE-00201-202604,SME-2024-00201,2026-04,80.7,12.3,Stabil,105,0,7
USE-00201-202605,SME-2024-00201,2026-05,78.9,10.8,Stabil,6,1,7
USE-00201-202606,SME-2024-00201,2026-06,78.6,11.7,Stabil,3,0,8
USE-00202-202507,SME-2024-00202,2025-07,91.4,13.4,Stabil,28,1,8
USE-00202-202508,SME-2024-00202,2025-08,88.0,13.0,Stabil,0,1,8
USE-00202-202509,SME-2024-00202,2025-09,91.4,13.2,Fluktuatif,31,3,8
USE-00202-202510,SME-2024-00202,2025-10,88.5,12.9,Stabil,15,3,7
USE-00202-202511,SME-2024-00202,2025-11,92.7,13.4,Stabil,27,3,7
USE-00202-202512,SME-2024-00202,2025-12,89.3,13.8,Stabil,8,0,8
USE-00202-202601,SME-2024-00202,2026-01,89.3,12.7,Stabil,20,0,8
USE-00202-202602,SME-2024-00202,2026-02,89.8,13.0,Stabil,12,1,8
USE-00202-202603,SME-2024-00202,2026-03,91.9,13.0,Stabil,6,3,7
USE-00202-202604,SME-2024-00202,2026-04,91.6,13.6,Stabil,16,1,8
USE-00202-202605,SME-2024-00202,2026-05,91.3,13.3,Fluktuatif,22,2,8
USE-00202-202606,SME-2024-00202,2026-06,92.0,13.8,Fluktuatif,19,2,8
USE-00203-202507,SME-2024-00203,2025-07,90.1,13.5,Stabil,38,1,6
USE-00203-202508,SME-2024-00203,2025-08,91.8,13.7,Fluktuatif,0,0,7
USE-00203-202509,SME-2024-00203,2025-09,92.7,13.4,Fluktuatif,20,0,6
USE-00203-202510,SME-2024-00203,2025-10,85.7,12.7,Fluktuatif,42,1,7
USE-00203-202511,SME-2024-00203,2025-11,89.2,12.5,Fluktuatif,148,0,6
USE-00203-202512,SME-2024-00203,2025-12,89.5,12.8,Fluktuatif,4,0,6
USE-00203-202601,SME-2024-00203,2026-01,90.9,13.0,Stabil,66,2,6
USE-00203-202602,SME-2024-00203,2026-02,86.1,13.8,Fluktuatif,42,1,6
USE-00203-202603,SME-2024-00203,2026-03,88.4,13.5,Stabil,2,0,6
USE-00203-202604,SME-2024-00203,2026-04,88.7,13.7,Stabil,23,3,6
USE-00203-202605,SME-2024-00203,2026-05,85.7,12.9,Stabil,31,1,6
USE-00203-202606,SME-2024-00203,2026-06,83.5,12.6,Stabil,23,1,6
USE-00204-202507,SME-2024-00204,2025-07,59.7,9.8,Stabil,95,2,7
USE-00204-202508,SME-2024-00204,2025-08,59.0,9.2,Stabil,35,2,8
USE-00204-202509,SME-2024-00204,2025-09,57.7,9.3,Stabil,9,2,7
USE-00204-202510,SME-2024-00204,2025-10,58.4,8.6,Stabil,95,0,7
USE-00204-202511,SME-2024-00204,2025-11,55.8,8.1,Stabil,13,2,7
USE-00204-202512,SME-2024-00204,2025-12,56.8,8.6,Stabil,4,3,8
USE-00204-202601,SME-2024-00204,2026-01,58.5,8.6,Stabil,183,1,7
USE-00204-202602,SME-2024-00204,2026-02,58.0,9.6,Stabil,6,0,7
USE-00204-202603,SME-2024-00204,2026-03,57.5,8.9,Stabil,38,2,8
USE-00204-202604,SME-2024-00204,2026-04,58.3,8.7,Fluktuatif,2,1,7
USE-00204-202605,SME-2024-00204,2026-05,56.0,8.8,Stabil,11,1,7
USE-00204-202606,SME-2024-00204,2026-06,54.9,8.8,Stabil,24,1,7
USE-00205-202507,SME-2024-00205,2025-07,84.9,13.7,Fluktuatif,5,0,7
USE-00205-202508,SME-2024-00205,2025-08,81.1,12.6,Stabil,7,0,8
USE-00205-202509,SME-2024-00205,2025-09,84.1,12.2,Fluktuatif,137,2,8
USE-00205-202510,SME-2024-00205,2025-10,85.5,12.3,Fluktuatif,101,3,7
USE-00205-202511,SME-2024-00205,2025-11,82.4,11.3,Stabil,28,0,8
USE-00205-202512,SME-2024-00205,2025-12,81.6,12.5,Fluktuatif,18,1,8
USE-00205-202601,SME-2024-00205,2026-01,83.2,12.5,Fluktuatif,46,0,8
USE-00205-202602,SME-2024-00205,2026-02,82.9,12.9,Stabil,32,2,7
USE-00205-202603,SME-2024-00205,2026-03,77.8,11.5,Stabil,24,1,8
USE-00205-202604,SME-2024-00205,2026-04,82.6,12.2,Stabil,1,1,8
USE-00205-202605,SME-2024-00205,2026-05,85.0,12.7,Stabil,26,1,7
USE-00205-202606,SME-2024-00205,2026-06,78.8,11.9,Stabil,1,2,7
USE-00206-202507,SME-2024-00206,2025-07,69.7,10.4,Stabil,30,4,6
USE-00206-202508,SME-2024-00206,2025-08,69.4,9.8,Stabil,103,2,7
USE-00206-202509,SME-2024-00206,2025-09,69.2,10.8,Stabil,0,1,7
USE-00206-202510,SME-2024-00206,2025-10,70.2,10.3,Fluktuatif,147,0,6
USE-00206-202511,SME-2024-00206,2025-11,68.0,10.1,Fluktuatif,9,2,6
USE-00206-202512,SME-2024-00206,2025-12,71.8,11.1,Stabil,26,2,6
USE-00206-202601,SME-2024-00206,2026-01,74.7,11.1,Fluktuatif,47,2,7
USE-00206-202602,SME-2024-00206,2026-02,71.3,10.6,Fluktuatif,106,1,6
USE-00206-202603,SME-2024-00206,2026-03,73.6,11.7,Stabil,25,2,6
USE-00206-202604,SME-2024-00206,2026-04,71.4,10.1,Stabil,17,0,6
USE-00206-202605,SME-2024-00206,2026-05,75.5,11.1,Stabil,6,0,7
USE-00206-202606,SME-2024-00206,2026-06,73.2,11.1,Stabil,6,1,6
USE-00207-202507,SME-2024-00207,2025-07,62.7,8.9,Stabil,5,0,6
USE-00207-202508,SME-2024-00207,2025-08,62.0,9.8,Stabil,27,0,7
USE-00207-202509,SME-2024-00207,2025-09,63.5,9.6,Stabil,55,2,6
USE-00207-202510,SME-2024-00207,2025-10,67.6,10.0,Stabil,9,0,6
USE-00207-202511,SME-2024-00207,2025-11,63.3,8.8,Fluktuatif,6,0,6
USE-00207-202512,SME-2024-00207,2025-12,67.3,10.0,Stabil,49,2,6
USE-00207-202601,SME-2024-00207,2026-01,66.0,9.9,Stabil,91,1,6
USE-00207-202602,SME-2024-00207,2026-02,71.2,9.7,Stabil,61,2,6
USE-00207-202603,SME-2024-00207,2026-03,72.0,10.3,Stabil,77,0,7
USE-00207-202604,SME-2024-00207,2026-04,67.2,10.6,Fluktuatif,5,0,6
USE-00207-202605,SME-2024-00207,2026-05,75.3,11.5,Fluktuatif,67,1,6
USE-00207-202606,SME-2024-00207,2026-06,73.0,11.0,Fluktuatif,8,0,6
USE-00208-202507,SME-2024-00208,2025-07,84.7,13.1,Stabil,6,0,8
USE-00208-202508,SME-2024-00208,2025-08,86.7,13.6,Stabil,20,0,8
USE-00208-202509,SME-2024-00208,2025-09,82.4,12.3,Stabil,1,2,8
USE-00208-202510,SME-2024-00208,2025-10,90.0,13.6,Stabil,43,2,8
USE-00208-202511,SME-2024-00208,2025-11,88.2,12.8,Stabil,96,1,8
USE-00208-202512,SME-2024-00208,2025-12,82.5,12.8,Stabil,51,1,8
USE-00208-202601,SME-2024-00208,2026-01,86.4,13.1,Fluktuatif,60,0,8
USE-00208-202602,SME-2024-00208,2026-02,82.1,12.5,Stabil,12,2,8
USE-00208-202603,SME-2024-00208,2026-03,82.6,12.5,Stabil,23,1,8
USE-00208-202604,SME-2024-00208,2026-04,83.5,12.4,Stabil,50,0,9
USE-00208-202605,SME-2024-00208,2026-05,82.1,12.8,Stabil,44,1,9
USE-00208-202606,SME-2024-00208,2026-06,82.6,12.3,Stabil,31,0,8
USE-00209-202507,SME-2024-00209,2025-07,45.6,7.2,Turun,62,1,6
USE-00209-202508,SME-2024-00209,2025-08,46.9,7.1,Turun,69,0,7
USE-00209-202509,SME-2024-00209,2025-09,43.0,6.9,Turun,18,0,6
USE-00209-202510,SME-2024-00209,2025-10,43.3,6.5,Turun,68,1,7
USE-00209-202511,SME-2024-00209,2025-11,41.8,6.2,Turun,20,2,6
USE-00209-202512,SME-2024-00209,2025-12,41.7,6.6,Turun,104,1,7
USE-00209-202601,SME-2024-00209,2026-01,40.6,5.7,Turun,41,0,7
USE-00209-202602,SME-2024-00209,2026-02,42.5,6.3,Turun,13,4,6
USE-00209-202603,SME-2024-00209,2026-03,40.5,6.2,Turun,1,3,7
USE-00209-202604,SME-2024-00209,2026-04,34.7,4.5,Turun,5,1,7
USE-00209-202605,SME-2024-00209,2026-05,35.3,4.9,Turun,26,2,6
USE-00209-202606,SME-2024-00209,2026-06,30.9,4.9,Turun,62,0,7
USE-00210-202507,SME-2024-00210,2025-07,86.3,12.3,Stabil,20,4,9
USE-00210-202508,SME-2024-00210,2025-08,80.8,12.4,Stabil,15,4,9
USE-00210-202509,SME-2024-00210,2025-09,91.2,14.0,Stabil,58,1,8
USE-00210-202510,SME-2024-00210,2025-10,89.6,13.7,Fluktuatif,70,1,9
USE-00210-202511,SME-2024-00210,2025-11,88.8,13.1,Stabil,85,0,9
USE-00210-202512,SME-2024-00210,2025-12,91.1,13.4,Stabil,77,0,10
USE-00210-202601,SME-2024-00210,2026-01,94.6,14.0,Stabil,60,2,8
USE-00210-202602,SME-2024-00210,2026-02,89.9,13.7,Fluktuatif,17,0,8
USE-00210-202603,SME-2024-00210,2026-03,92.2,14.8,Stabil,23,2,9
USE-00210-202604,SME-2024-00210,2026-04,92.7,12.4,Stabil,4,1,9
USE-00210-202605,SME-2024-00210,2026-05,95.1,13.4,Stabil,17,2,9
USE-00210-202606,SME-2024-00210,2026-06,98.0,15.0,Stabil,30,0,9
USE-00211-202507,SME-2024-00211,2025-07,70.9,11.3,Fluktuatif,17,2,7
USE-00211-202508,SME-2024-00211,2025-08,71.7,10.3,Stabil,35,0,7
USE-00211-202509,SME-2024-00211,2025-09,69.0,9.8,Fluktuatif,24,1,7
USE-00211-202510,SME-2024-00211,2025-10,70.8,11.6,Stabil,45,2,7
USE-00211-202511,SME-2024-00211,2025-11,72.8,10.6,Stabil,23,1,8
USE-00211-202512,SME-2024-00211,2025-12,68.6,10.7,Stabil,4,0,7
USE-00211-202601,SME-2024-00211,2026-01,70.1,11.1,Fluktuatif,85,1,8
USE-00211-202602,SME-2024-00211,2026-02,67.3,10.1,Stabil,22,0,7
USE-00211-202603,SME-2024-00211,2026-03,68.4,10.2,Stabil,54,0,7
USE-00211-202604,SME-2024-00211,2026-04,67.3,10.7,Stabil,11,0,7
USE-00211-202605,SME-2024-00211,2026-05,66.7,9.8,Stabil,81,2,7
USE-00211-202606,SME-2024-00211,2026-06,65.6,9.8,Stabil,27,0,7
USE-00212-202507,SME-2024-00212,2025-07,58.1,9.1,Fluktuatif,31,0,6
USE-00212-202508,SME-2024-00212,2025-08,60.7,8.6,Fluktuatif,17,4,6
USE-00212-202509,SME-2024-00212,2025-09,52.8,8.2,Stabil,4,3,5
USE-00212-202510,SME-2024-00212,2025-10,54.9,7.3,Stabil,4,2,6
USE-00212-202511,SME-2024-00212,2025-11,57.7,9.2,Stabil,12,2,6
USE-00212-202512,SME-2024-00212,2025-12,56.8,8.4,Stabil,48,0,5
USE-00212-202601,SME-2024-00212,2026-01,56.5,8.3,Fluktuatif,9,1,6
USE-00212-202602,SME-2024-00212,2026-02,59.7,9.2,Stabil,33,0,6
USE-00212-202603,SME-2024-00212,2026-03,51.4,8.2,Stabil,58,0,6
USE-00212-202604,SME-2024-00212,2026-04,52.3,8.6,Fluktuatif,35,1,6
USE-00212-202605,SME-2024-00212,2026-05,53.9,7.9,Stabil,2,0,6
USE-00212-202606,SME-2024-00212,2026-06,51.7,8.1,Stabil,9,1,5
USE-00213-202507,SME-2024-00213,2025-07,85.3,13.4,Stabil,6,1,7
USE-00213-202508,SME-2024-00213,2025-08,83.1,12.1,Stabil,24,1,7
USE-00213-202509,SME-2024-00213,2025-09,86.9,13.1,Stabil,23,0,7
USE-00213-202510,SME-2024-00213,2025-10,85.6,13.5,Stabil,32,0,6
USE-00213-202511,SME-2024-00213,2025-11,86.7,12.4,Stabil,18,1,7
USE-00213-202512,SME-2024-00213,2025-12,84.6,12.1,Fluktuatif,184,3,7
USE-00213-202601,SME-2024-00213,2026-01,83.5,12.9,Stabil,5,2,6
USE-00213-202602,SME-2024-00213,2026-02,84.1,12.5,Fluktuatif,13,0,5
USE-00213-202603,SME-2024-00213,2026-03,84.7,12.2,Fluktuatif,4,2,6
USE-00213-202604,SME-2024-00213,2026-04,83.6,12.8,Stabil,36,1,7
USE-00213-202605,SME-2024-00213,2026-05,86.7,13.4,Stabil,7,2,7
USE-00213-202606,SME-2024-00213,2026-06,85.7,12.8,Stabil,1,0,6
USE-00214-202507,SME-2024-00214,2025-07,79.3,11.3,Stabil,6,0,8
USE-00214-202508,SME-2024-00214,2025-08,79.0,11.6,Fluktuatif,0,0,8
USE-00214-202509,SME-2024-00214,2025-09,80.4,11.3,Fluktuatif,1,1,8
USE-00214-202510,SME-2024-00214,2025-10,80.0,12.5,Stabil,11,2,7
USE-00214-202511,SME-2024-00214,2025-11,77.6,11.6,Fluktuatif,136,0,8
USE-00214-202512,SME-2024-00214,2025-12,76.1,11.1,Fluktuatif,50,6,8
USE-00214-202601,SME-2024-00214,2026-01,73.9,11.2,Stabil,2,0,7
USE-00214-202602,SME-2024-00214,2026-02,72.7,11.4,Stabil,159,2,8
USE-00214-202603,SME-2024-00214,2026-03,77.6,11.3,Fluktuatif,17,0,7
USE-00214-202604,SME-2024-00214,2026-04,77.9,12.1,Stabil,9,2,8
USE-00214-202605,SME-2024-00214,2026-05,76.5,11.6,Fluktuatif,47,3,7
USE-00214-202606,SME-2024-00214,2026-06,76.7,12.3,Stabil,52,2,8
USE-00215-202507,SME-2024-00215,2025-07,89.1,14.0,Stabil,1,1,7
USE-00215-202508,SME-2024-00215,2025-08,91.9,13.7,Stabil,160,0,7
USE-00215-202509,SME-2024-00215,2025-09,92.7,14.2,Fluktuatif,14,2,7
USE-00215-202510,SME-2024-00215,2025-10,91.4,13.7,Stabil,0,0,8
USE-00215-202511,SME-2024-00215,2025-11,91.6,13.2,Stabil,30,1,8
USE-00215-202512,SME-2024-00215,2025-12,85.5,12.4,Fluktuatif,165,2,9
USE-00215-202601,SME-2024-00215,2026-01,93.9,14.2,Fluktuatif,10,2,8
USE-00215-202602,SME-2024-00215,2026-02,87.9,14.0,Fluktuatif,42,1,8
USE-00215-202603,SME-2024-00215,2026-03,89.8,14.4,Stabil,7,1,7
USE-00215-202604,SME-2024-00215,2026-04,93.9,13.1,Stabil,5,3,8
USE-00215-202605,SME-2024-00215,2026-05,90.6,13.9,Stabil,19,2,7
USE-00215-202606,SME-2024-00215,2026-06,86.0,12.0,Stabil,2,2,8
USE-00216-202507,SME-2024-00216,2025-07,71.0,10.3,Stabil,36,4,6
USE-00216-202508,SME-2024-00216,2025-08,73.0,10.7,Stabil,24,2,5
USE-00216-202509,SME-2024-00216,2025-09,74.3,10.7,Stabil,11,2,6
USE-00216-202510,SME-2024-00216,2025-10,74.3,10.8,Stabil,10,3,5
USE-00216-202511,SME-2024-00216,2025-11,74.3,10.6,Stabil,44,1,5
USE-00216-202512,SME-2024-00216,2025-12,69.6,10.4,Fluktuatif,25,2,6
USE-00216-202601,SME-2024-00216,2026-01,72.0,10.4,Fluktuatif,5,0,5
USE-00216-202602,SME-2024-00216,2026-02,71.1,10.7,Stabil,44,1,5
USE-00216-202603,SME-2024-00216,2026-03,74.9,11.7,Stabil,27,2,6
USE-00216-202604,SME-2024-00216,2026-04,73.5,9.8,Stabil,41,0,5
USE-00216-202605,SME-2024-00216,2026-05,74.9,11.6,Stabil,26,4,6
USE-00216-202606,SME-2024-00216,2026-06,70.7,11.7,Stabil,41,1,5
USE-00217-202507,SME-2024-00217,2025-07,68.0,9.9,Stabil,19,1,8
USE-00217-202508,SME-2024-00217,2025-08,65.2,9.9,Stabil,20,0,7
USE-00217-202509,SME-2024-00217,2025-09,69.6,10.0,Stabil,59,1,8
USE-00217-202510,SME-2024-00217,2025-10,69.2,10.2,Fluktuatif,38,1,7
USE-00217-202511,SME-2024-00217,2025-11,65.7,10.0,Fluktuatif,3,0,8
USE-00217-202512,SME-2024-00217,2025-12,66.4,10.1,Stabil,34,1,7
USE-00217-202601,SME-2024-00217,2026-01,67.7,11.0,Fluktuatif,50,0,8
USE-00217-202602,SME-2024-00217,2026-02,64.6,9.9,Stabil,5,0,8
USE-00217-202603,SME-2024-00217,2026-03,66.7,9.9,Stabil,1,0,7
USE-00217-202604,SME-2024-00217,2026-04,64.3,10.1,Stabil,50,1,7
USE-00217-202605,SME-2024-00217,2026-05,64.8,9.6,Stabil,36,2,7
USE-00217-202606,SME-2024-00217,2026-06,64.3,9.6,Stabil,52,1,8
USE-00218-202507,SME-2024-00218,2025-07,80.8,12.7,Fluktuatif,27,3,8
USE-00218-202508,SME-2024-00218,2025-08,75.7,11.1,Stabil,15,1,8
USE-00218-202509,SME-2024-00218,2025-09,76.8,12.0,Stabil,5,0,8
USE-00218-202510,SME-2024-00218,2025-10,77.4,11.9,Stabil,75,1,8
USE-00218-202511,SME-2024-00218,2025-11,78.0,12.2,Stabil,26,1,8
USE-00218-202512,SME-2024-00218,2025-12,75.4,12.0,Stabil,14,3,8
USE-00218-202601,SME-2024-00218,2026-01,78.1,11.2,Fluktuatif,45,0,8
USE-00218-202602,SME-2024-00218,2026-02,76.6,12.8,Fluktuatif,3,1,8
USE-00218-202603,SME-2024-00218,2026-03,75.7,10.9,Stabil,0,0,8
USE-00218-202604,SME-2024-00218,2026-04,79.3,11.4,Stabil,15,0,8
USE-00218-202605,SME-2024-00218,2026-05,77.0,11.6,Stabil,4,1,8
USE-00218-202606,SME-2024-00218,2026-06,79.4,12.0,Stabil,36,1,8
USE-00219-202507,SME-2024-00219,2025-07,72.5,10.6,Stabil,52,2,8
USE-00219-202508,SME-2024-00219,2025-08,70.7,10.4,Stabil,3,0,8
USE-00219-202509,SME-2024-00219,2025-09,69.1,11.1,Stabil,48,0,8
USE-00219-202510,SME-2024-00219,2025-10,72.4,11.3,Stabil,14,1,9
USE-00219-202511,SME-2024-00219,2025-11,75.8,11.8,Stabil,41,0,8
USE-00219-202512,SME-2024-00219,2025-12,71.5,10.5,Stabil,3,3,8
USE-00219-202601,SME-2024-00219,2026-01,73.6,11.5,Stabil,5,0,8
USE-00219-202602,SME-2024-00219,2026-02,71.1,10.9,Stabil,11,2,9
USE-00219-202603,SME-2024-00219,2026-03,70.2,10.6,Fluktuatif,32,2,7
USE-00219-202604,SME-2024-00219,2026-04,72.0,10.6,Fluktuatif,32,1,8
USE-00219-202605,SME-2024-00219,2026-05,72.4,11.3,Stabil,48,2,8
USE-00219-202606,SME-2024-00219,2026-06,70.5,11.2,Fluktuatif,1,0,8
USE-00220-202507,SME-2024-00220,2025-07,78.7,12.3,Fluktuatif,39,1,8
USE-00220-202508,SME-2024-00220,2025-08,80.4,12.5,Stabil,8,0,8
USE-00220-202509,SME-2024-00220,2025-09,81.6,12.2,Stabil,37,1,7
USE-00220-202510,SME-2024-00220,2025-10,79.2,12.4,Stabil,100,2,8
USE-00220-202511,SME-2024-00220,2025-11,81.2,12.0,Fluktuatif,27,2,8
USE-00220-202512,SME-2024-00220,2025-12,80.4,12.1,Fluktuatif,87,2,8
USE-00220-202601,SME-2024-00220,2026-01,77.8,11.3,Stabil,34,2,7
USE-00220-202602,SME-2024-00220,2026-02,79.2,12.1,Stabil,75,3,7
USE-00220-202603,SME-2024-00220,2026-03,77.5,11.2,Stabil,48,1,7
USE-00220-202604,SME-2024-00220,2026-04,80.1,11.8,Fluktuatif,76,1,8
USE-00220-202605,SME-2024-00220,2026-05,79.3,12.6,Stabil,68,1,8
USE-00220-202606,SME-2024-00220,2026-06,77.1,11.0,Stabil,50,2,8
USE-00221-202507,SME-2024-00221,2025-07,72.2,10.5,Fluktuatif,109,1,8
USE-00221-202508,SME-2024-00221,2025-08,74.9,11.3,Fluktuatif,28,0,8
USE-00221-202509,SME-2024-00221,2025-09,73.2,9.8,Stabil,44,4,8
USE-00221-202510,SME-2024-00221,2025-10,71.6,11.1,Stabil,12,1,8
USE-00221-202511,SME-2024-00221,2025-11,74.3,10.9,Stabil,21,1,8
USE-00221-202512,SME-2024-00221,2025-12,74.9,11.2,Stabil,3,0,8
USE-00221-202601,SME-2024-00221,2026-01,73.4,10.8,Fluktuatif,29,2,8
USE-00221-202602,SME-2024-00221,2026-02,74.0,11.2,Stabil,26,2,8
USE-00221-202603,SME-2024-00221,2026-03,71.2,9.3,Stabil,59,1,7
USE-00221-202604,SME-2024-00221,2026-04,70.7,12.0,Stabil,110,1,8
USE-00221-202605,SME-2024-00221,2026-05,74.2,11.1,Stabil,112,2,8
USE-00221-202606,SME-2024-00221,2026-06,76.9,11.8,Stabil,23,1,8
USE-00222-202507,SME-2024-00222,2025-07,90.6,13.9,Stabil,13,0,6
USE-00222-202508,SME-2024-00222,2025-08,87.4,13.1,Stabil,1,1,7
USE-00222-202509,SME-2024-00222,2025-09,88.6,13.9,Stabil,3,1,7
USE-00222-202510,SME-2024-00222,2025-10,88.5,12.5,Fluktuatif,266,1,7
USE-00222-202511,SME-2024-00222,2025-11,88.4,13.5,Fluktuatif,34,1,6
USE-00222-202512,SME-2024-00222,2025-12,85.4,13.8,Stabil,14,1,6
USE-00222-202601,SME-2024-00222,2026-01,86.0,12.0,Stabil,56,1,6
USE-00222-202602,SME-2024-00222,2026-02,85.8,12.4,Stabil,17,1,6
USE-00222-202603,SME-2024-00222,2026-03,86.3,12.6,Stabil,20,0,7
USE-00222-202604,SME-2024-00222,2026-04,81.4,11.8,Stabil,36,1,7
USE-00222-202605,SME-2024-00222,2026-05,85.2,13.3,Stabil,118,2,6
USE-00222-202606,SME-2024-00222,2026-06,89.0,13.3,Fluktuatif,8,0,7
USE-00223-202507,SME-2024-00223,2025-07,81.7,12.0,Fluktuatif,145,0,6
USE-00223-202508,SME-2024-00223,2025-08,84.6,12.3,Stabil,73,0,6
USE-00223-202509,SME-2024-00223,2025-09,90.2,12.8,Stabil,23,1,6
USE-00223-202510,SME-2024-00223,2025-10,85.3,13.1,Fluktuatif,5,2,6
USE-00223-202511,SME-2024-00223,2025-11,85.3,12.3,Fluktuatif,15,1,7
